Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Reshna - Katalon Suite4,Chrome 118.0.0.0,,,2023-11-01 14:41:55,2023-11-01 14:42:37,41.956s,PASSED
,,,,,,,
Test Cases/Katalon - Verify Katalon version,Chrome 118.0.0.0,,,2023-11-01 14:41:56,2023-11-01 14:42:09,13.366s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 118.0.0.0,,,2023-11-01 14:41:56,2023-11-01 14:41:56,0.128s,PASSED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-11-01 14:41:56,2023-11-01 14:42:02,5.717s,PASSED
"navigateToUrl(""https://katalon.com/"")",Chrome 118.0.0.0,,,2023-11-01 14:42:02,2023-11-01 14:42:06,3.751s,PASSED
maximizeWindow(),Chrome 118.0.0.0,,,2023-11-01 14:42:06,2023-11-01 14:42:06,0.176s,PASSED
"click(findTestObject(""Object Repository/Katalon/Page_Katalon AI-augmented Software Quality _596167/button_Accept All Cookies""))",Chrome 118.0.0.0,,,2023-11-01 14:42:06,2023-11-01 14:42:08,1.878s,PASSED
"verifyElementText(findTestObject(""Object Repository/Katalon/Page_Katalon AI-augmented Software Quality _596167/span_Katalon Studio 9.0.0""), ""Katalon Studio 9.0.0"")",Chrome 118.0.0.0,,,2023-11-01 14:42:08,2023-11-01 14:42:08,0.499s,PASSED
closeBrowser(),Chrome 118.0.0.0,,,2023-11-01 14:42:08,2023-11-01 14:42:09,0.891s,PASSED
Start listener action : sampleAfterTestCase,Chrome 118.0.0.0,,,2023-11-01 14:42:09,2023-11-01 14:42:09,0.010s,PASSED
,,,,,,,
Test Cases/Katalon - Why katelon verification,Chrome 118.0.0.0,,,2023-11-01 14:42:09,2023-11-01 14:42:24,14.712s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 118.0.0.0,,,2023-11-01 14:42:09,2023-11-01 14:42:09,0.005s,PASSED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-11-01 14:42:09,2023-11-01 14:42:13,3.738s,PASSED
"navigateToUrl(""https://katalon.com/"")",Chrome 118.0.0.0,,,2023-11-01 14:42:13,2023-11-01 14:42:18,4.783s,PASSED
maximizeWindow(),Chrome 118.0.0.0,,,2023-11-01 14:42:18,2023-11-01 14:42:18,0.251s,PASSED
"click(findTestObject(""Object Repository/Katalon/Page_Katalon AI-augmented Software Quality _596167/button_Accept All Cookies""))",Chrome 118.0.0.0,,,2023-11-01 14:42:18,2023-11-01 14:42:20,1.957s,PASSED
"click(findTestObject(""Object Repository/Katalon/Page_Katalon AI-augmented Software Quality _596167/div_Why Katalon""))",Chrome 118.0.0.0,,,2023-11-01 14:42:20,2023-11-01 14:42:21,0.955s,PASSED
"verifyElementText(findTestObject(""Object Repository/Katalon/Page_Katalon AI-augmented Software Quality _596167/div_Easy, speed""), ""Easy, speed"")",Chrome 118.0.0.0,,,2023-11-01 14:42:21,2023-11-01 14:42:22,0.867s,PASSED
