Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Reshna - PMI Suite2,Chrome 118.0.0.0,,,2023-11-01 17:18:40,2023-11-01 17:18:57,16.674s,PASSED
,,,,,,,
Test Cases/PMI - Verify the spanish language in PMI,Chrome 118.0.0.0,,,2023-11-01 17:18:40,2023-11-01 17:18:57,16.383s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 118.0.0.0,,,2023-11-01 17:18:40,2023-11-01 17:18:41,0.076s,PASSED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-11-01 17:18:41,2023-11-01 17:18:45,4.438s,PASSED
"navigateToUrl(""https://www.pmi.org/certifications"")",Chrome 118.0.0.0,,,2023-11-01 17:18:45,2023-11-01 17:18:50,5.168s,PASSED
maximizeWindow(),Chrome 118.0.0.0,,,2023-11-01 17:18:50,2023-11-01 17:18:51,0.247s,PASSED
"click(findTestObject(""Object Repository/PMI/Page_Certifications  PMI/span_OK""))",Chrome 118.0.0.0,,,2023-11-01 17:18:51,2023-11-01 17:18:52,1.781s,PASSED
"click(findTestObject(""Object Repository/PMI/Page_Certifications  PMI/a_Ver en Espaol""))",Chrome 118.0.0.0,,,2023-11-01 17:18:52,2023-11-01 17:18:56,3.303s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/PMI/Page_Just a moment/h1_www.pmi.org""), 0)",Chrome 118.0.0.0,,,2023-11-01 17:18:56,2023-11-01 17:18:56,0.757s,PASSED
closeBrowser(),Chrome 118.0.0.0,,,2023-11-01 17:18:56,2023-11-01 17:18:57,0.373s,PASSED
Start listener action : sampleAfterTestCase,Chrome 118.0.0.0,,,2023-11-01 17:18:57,2023-11-01 17:18:57,0.006s,PASSED
