Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Reshna - Katalon Suite4,Chrome 118.0.0.0,,,2023-11-01 15:37:39,2023-11-01 15:38:13,34.339s,PASSED
,,,,,,,
Test Cases/Katalon - Verify Katalon version,Chrome 118.0.0.0,,,2023-11-01 15:37:39,2023-11-01 15:37:51,11.430s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 118.0.0.0,,,2023-11-01 15:37:39,2023-11-01 15:37:39,0.053s,PASSED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-11-01 15:37:39,2023-11-01 15:37:44,4.330s,PASSED
"navigateToUrl(""https://katalon.com/"")",Chrome 118.0.0.0,,,2023-11-01 15:37:44,2023-11-01 15:37:47,3.747s,PASSED
maximizeWindow(),Chrome 118.0.0.0,,,2023-11-01 15:37:47,2023-11-01 15:37:48,0.290s,PASSED
"click(findTestObject(""Object Repository/Katalon/Page_Katalon AI-augmented Software Quality _596167/button_Accept All Cookies""))",Chrome 118.0.0.0,,,2023-11-01 15:37:48,2023-11-01 15:37:50,1.932s,PASSED
"verifyElementText(findTestObject(""Object Repository/Katalon/Page_Katalon AI-augmented Software Quality _596167/span_Katalon Studio 9.0.0""), ""Katalon Studio 9.0.0"")",Chrome 118.0.0.0,,,2023-11-01 15:37:50,2023-11-01 15:37:50,0.508s,PASSED
closeBrowser(),Chrome 118.0.0.0,,,2023-11-01 15:37:50,2023-11-01 15:37:51,0.400s,PASSED
Start listener action : sampleAfterTestCase,Chrome 118.0.0.0,,,2023-11-01 15:37:51,2023-11-01 15:37:51,0.005s,PASSED
,,,,,,,
Test Cases/Katalon - Why katelon verification,Chrome 118.0.0.0,,,2023-11-01 15:37:51,2023-11-01 15:38:02,11.275s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 118.0.0.0,,,2023-11-01 15:37:51,2023-11-01 15:37:51,0.006s,PASSED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-11-01 15:37:51,2023-11-01 15:37:54,2.777s,PASSED
"navigateToUrl(""https://katalon.com/"")",Chrome 118.0.0.0,,,2023-11-01 15:37:54,2023-11-01 15:37:57,3.446s,PASSED
maximizeWindow(),Chrome 118.0.0.0,,,2023-11-01 15:37:57,2023-11-01 15:37:57,0.289s,PASSED
"click(findTestObject(""Object Repository/Katalon/Page_Katalon AI-augmented Software Quality _596167/button_Accept All Cookies""))",Chrome 118.0.0.0,,,2023-11-01 15:37:57,2023-11-01 15:37:59,1.471s,PASSED
"click(findTestObject(""Object Repository/Katalon/Page_Katalon AI-augmented Software Quality _596167/div_Why Katalon""))",Chrome 118.0.0.0,,,2023-11-01 15:37:59,2023-11-01 15:38:00,0.901s,PASSED
"verifyElementText(findTestObject(""Object Repository/Katalon/Page_Katalon AI-augmented Software Quality _596167/div_Easy, speed""), ""Easy, speed"")",Chrome 118.0.0.0,,,2023-11-01 15:38:00,2023-11-01 15:38:00,0.491s,PASSED
"verifyElementText(findTestObject(""Object Repository/Katalon/Page_Katalon AI-augmented Software Quality _596167/div_Flexibility, Scalability""), ""Flexibility, Scalability"")",Chrome 118.0.0.0,,,2023-11-01 15:38:00,2023-11-01 15:38:00,0.336s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Katalon/Page_Katalon AI-augmented Software Quality _596167/div_Visibility""), 0)",Chrome 118.0.0.0,,,2023-11-01 15:38:00,2023-11-01 15:38:01,0.336s,PASSED
"verifyElementText(findTestObject(""Object Repository/Katalon/Page_Katalon AI-augmented Software Quality _596167/div_Innovation  AI""), ""Innovation & AI"")",Chrome 118.0.0.0,,,2023-11-01 15:38:01,2023-11-01 15:38:01,0.362s,PASSED
"verifyElementText(findTestObject(""Object Repository/Katalon/Page_Katalon AI-augmented Software Quality _596167/div_Low cost, high ROI""), ""Low cost, high ROI"")",Chrome 118.0.0.0,,,2023-11-01 15:38:01,2023-11-01 15:38:01,0.334s,PASSED
closeBrowser(),Chrome 118.0.0.0,,,2023-11-01 15:38:01,2023-11-01 15:38:02,0.337s,PASSED
Start listener action : sampleAfterTestCase,Chrome 118.0.0.0,,,2023-11-01 15:38:02,2023-11-01 15:38:02,0.002s,PASSED
,,,,,,,
Test Cases/Katalon - Verify Contact an expert in Katalon,Chrome 118.0.0.0,,,2023-11-01 15:38:02,2023-11-01 15:38:13,11.361s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 118.0.0.0,,,2023-11-01 15:38:02,2023-11-01 15:38:02,0.003s,PASSED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-11-01 15:38:02,2023-11-01 15:38:04,2.446s,PASSED
"navigateToUrl(""https://katalon.com/"")",Chrome 118.0.0.0,,,2023-11-01 15:38:04,2023-11-01 15:38:08,3.163s,PASSED
maximizeWindow(),Chrome 118.0.0.0,,,2023-11-01 15:38:08,2023-11-01 15:38:08,0.150s,PASSED
"click(findTestObject(""Object Repository/Katalon/Page_Katalon AI-augmented Software Quality _596167/button_Accept All Cookies""))",Chrome 118.0.0.0,,,2023-11-01 15:38:08,2023-11-01 15:38:09,1.740s,PASSED
"click(findTestObject(""Object Repository/Katalon/Page_Katalon AI-augmented Software Quality _596167/a_Contact us""))",Chrome 118.0.0.0,,,2023-11-01 15:38:09,2023-11-01 15:38:11,1.845s,PASSED
"click(findTestObject(""Object Repository/Katalon/Page_Contact Us  Katalon Quality Management_4f5e38/div_Contact an expert""))",Chrome 118.0.0.0,,,2023-11-01 15:38:11,2023-11-01 15:38:12,1.019s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Katalon/Page_Contact Us  Katalon Quality Management_4f5e38/div_Submit""), 0)",Chrome 118.0.0.0,,,2023-11-01 15:38:12,2023-11-01 15:38:13,0.540s,PASSED
closeBrowser(),Chrome 118.0.0.0,,,2023-11-01 15:38:13,2023-11-01 15:38:13,0.340s,PASSED
Start listener action : sampleAfterTestCase,Chrome 118.0.0.0,,,2023-11-01 15:38:13,2023-11-01 15:38:13,0.002s,PASSED
