Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Start listener action : sampleAfterTestCase,Chrome 118.0.0.0,,,2023-11-01 14:55:12,2023-11-01 14:55:12,0.002s,PASSED
,,,,,,,
Test Cases/Search Google,Chrome 118.0.0.0,,,2023-11-01 14:57:44,2023-11-01 14:58:34,49.867s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 118.0.0.0,,,2023-11-01 14:57:44,2023-11-01 14:57:44,0.001s,PASSED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-11-01 14:57:44,2023-11-01 14:57:47,3.376s,PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 118.0.0.0,,,2023-11-01 14:57:47,2023-11-01 14:57:49,1.460s,PASSED
maximizeWindow(),Chrome 118.0.0.0,,,2023-11-01 14:57:49,2023-11-01 14:57:49,0.136s,PASSED
"setText(findTestObject(""Object Repository/Page_Google/textarea_q""), ""katalon"")",Chrome 118.0.0.0,,,2023-11-01 14:57:49,2023-11-01 14:57:50,0.715s,PASSED
"click(findTestObject(""Object Repository/Page_Google/span_katalon""))",Chrome 118.0.0.0,,,2023-11-01 14:57:50,2023-11-01 14:57:51,0.875s,PASSED
"rightClick(findTestObject(""Object Repository/Page_katalon - Google Search/span_Katalon Platform - Best Codeless Testing Tool""))",Chrome 118.0.0.0,,,2023-11-01 14:57:51,2023-11-01 14:57:54,3.379s,PASSED
"click(findTestObject(""Object Repository/Page_katalon - Google Search/span_Katalon Platform - Best Codeless Testing Tool""))",Chrome 118.0.0.0,,,2023-11-01 14:57:54,2023-11-01 14:57:58,3.481s,PASSED
"click(findTestObject(""Object Repository/Page_Katalon AI-augmented Software Quality _596167/div_Why Katalon""))",Chrome 118.0.0.0,,,2023-11-01 14:57:58,2023-11-01 14:57:59,1.960s,PASSED
"click(findTestObject(""Object Repository/Page_Katalon AI-augmented Software Quality _596167/div_Platform""))",Chrome 118.0.0.0,,,2023-11-01 14:57:59,2023-11-01 14:58:00,0.797s,PASSED
"click(findTestObject(""Object Repository/Page_Katalon AI-augmented Software Quality _596167/div_Why Katalon""))",Chrome 118.0.0.0,,,2023-11-01 14:58:00,2023-11-01 14:58:01,0.483s,PASSED
"click(findTestObject(""Object Repository/Page_Business Outcomes  Software Testing  Q_7c4bce/div_Get started""))",Chrome 118.0.0.0,,,2023-11-01 14:58:01,2023-11-01 14:58:34,32.966s,FAILED
Start listener action : sampleAfterTestCase,Chrome 118.0.0.0,,,2023-11-01 14:58:34,2023-11-01 14:58:34,0.002s,PASSED
,,,,,,,
Test Cases/Verify Consulting present within Deloitte site,Chrome 118.0.0.0,,,2023-11-01 14:58:34,2023-11-01 14:59:00,25.967s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 118.0.0.0,,,2023-11-01 14:58:34,2023-11-01 14:58:34,0.002s,PASSED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-11-01 14:58:34,2023-11-01 14:58:39,4.582s,PASSED
"navigateToUrl(""https://www2.deloitte.com/us/en.html"")",Chrome 118.0.0.0,,,2023-11-01 14:58:39,2023-11-01 14:58:42,2.852s,PASSED
"click(findTestObject(""Object Repository/Page_Deloitte US  Audit, Consulting, Adviso_ec7ae4/button_Accept and close""))",Chrome 118.0.0.0,,,2023-11-01 14:58:42,2023-11-01 14:58:45,2.893s,PASSED
"click(findTestObject(""Object Repository/Page_Deloitte US  Audit, Consulting, Adviso_ec7ae4/a_Services""))",Chrome 118.0.0.0,,,2023-11-01 14:58:45,2023-11-01 14:58:45,0.748s,PASSED
"click(findTestObject(""Object Repository/Page_Deloitte US  Audit, Consulting, Adviso_ec7ae4/a_Services""))",Chrome 118.0.0.0,,,2023-11-01 14:58:45,2023-11-01 14:58:46,0.684s,PASSED
"click(findTestObject(""Object Repository/Page_Deloitte US  Audit, Consulting, Adviso_ec7ae4/a_Consulting""))",Chrome 118.0.0.0,,,2023-11-01 14:58:46,2023-11-01 14:58:56,9.702s,PASSED
"click(findTestObject(""Object Repository/Page_Management Consulting Services and Sol_cbb449/h1_Consulting""))",Chrome 118.0.0.0,,,2023-11-01 14:58:56,2023-11-01 14:58:59,3.032s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Management Consulting Services and Sol_cbb449/h1_Consulting""), 0)",Chrome 118.0.0.0,,,2023-11-01 14:58:59,2023-11-01 14:58:59,0.499s,PASSED
closeBrowser(),Chrome 118.0.0.0,,,2023-11-01 14:58:59,2023-11-01 14:59:00,0.738s,PASSED
Start listener action : sampleAfterTestCase,Chrome 118.0.0.0,,,2023-11-01 14:59:00,2023-11-01 14:59:00,0.001s,PASSED
,,,,,,,
Test Cases/Verify LifeScience in Deloitte Industry,Chrome 118.0.0.0,,,2023-11-01 14:59:41,2023-11-01 14:59:53,12.161s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 118.0.0.0,,,2023-11-01 14:59:41,2023-11-01 14:59:41,0.001s,PASSED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-11-01 14:59:41,2023-11-01 14:59:45,3.202s,PASSED
"navigateToUrl(""https://www2.deloitte.com/us/en.html"")",Chrome 118.0.0.0,,,2023-11-01 14:59:45,2023-11-01 14:59:48,3.157s,PASSED
maximizeWindow(),Chrome 118.0.0.0,,,2023-11-01 14:59:48,2023-11-01 14:59:48,0.342s,PASSED
"click(findTestObject(""Object Repository/Deloitte/Page_Deloitte US  Audit, Consulting, Adviso_ec7ae4/button_Accept and close""))",Chrome 118.0.0.0,,,2023-11-01 14:59:48,2023-11-01 14:59:52,4.134s,PASSED
"click(findTestObject(""Object Repository/Deloitte/Page_Deloitte US  Audit, Consulting, Adviso_ec7ae4/i_icon-search""))",Chrome 118.0.0.0,,,2023-11-01 14:59:52,2023-11-01 14:59:53,0.699s,PASSED
"click(findTestObject(""Object Repository/Deloitte/Page_Deloitte US  Audit, Consulting, Adviso_ec7ae4/a_Life Sciences  Health Care""))",Chrome 118.0.0.0,,,2023-11-01 14:59:53,2023-11-01 14:59:53,0.612s,FAILED
Start listener action : sampleAfterTestCase,Chrome 118.0.0.0,,,2023-11-01 14:59:53,2023-11-01 14:59:53,0.001s,PASSED
,,,,,,,
Test Cases/Verify Tax in Deloitte website,Chrome 118.0.0.0,,,2023-11-01 14:59:53,2023-11-01 15:00:11,17.208s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 118.0.0.0,,,2023-11-01 14:59:53,2023-11-01 14:59:53,0.001s,PASSED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-11-01 14:59:54,2023-11-01 14:59:57,3.247s,PASSED
"navigateToUrl(""https://www2.deloitte.com/us/en.html"")",Chrome 118.0.0.0,,,2023-11-01 14:59:57,2023-11-01 15:00:00,3.308s,PASSED
maximizeWindow(),Chrome 118.0.0.0,,,2023-11-01 15:00:00,2023-11-01 15:00:00,0.226s,PASSED
"click(findTestObject(""Object Repository/Deloitte/Page_Deloitte US  Audit, Consulting, Adviso_ec7ae4/button_Accept and close""))",Chrome 118.0.0.0,,,2023-11-01 15:00:00,2023-11-01 15:00:05,4.663s,PASSED
"setText(findTestObject(""Object Repository/Deloitte/Page_Deloitte US  Audit, Consulting, Adviso_ec7ae4/input_cmp-advanced-search__input ng-untouch_fd955c""), ""tax"")",Chrome 118.0.0.0,,,2023-11-01 15:00:05,2023-11-01 15:00:06,1.002s,PASSED
"click(findTestObject(""Object Repository/Deloitte/Page_Deloitte US  Audit, Consulting, Adviso_ec7ae4/i_icon-search""))",Chrome 118.0.0.0,,,2023-11-01 15:00:06,2023-11-01 15:00:10,3.628s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Deloitte/Page_Deloitte Search Basic/h1_Results for tax""), 0)",Chrome 118.0.0.0,,,2023-11-01 15:00:10,2023-11-01 15:00:10,0.674s,PASSED
closeBrowser(),Chrome 118.0.0.0,,,2023-11-01 15:00:10,2023-11-01 15:00:11,0.384s,PASSED
Start listener action : sampleAfterTestCase,Chrome 118.0.0.0,,,2023-11-01 15:00:11,2023-11-01 15:00:11,0.001s,PASSED
,,,,,,,
Test Cases/Gmail - Incorrect login verification,Chrome 118.0.0.0,,,2023-11-01 15:00:11,2023-11-01 15:00:19,7.830s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 118.0.0.0,,,2023-11-01 15:00:11,2023-11-01 15:00:11,0.001s,PASSED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-11-01 15:00:11,2023-11-01 15:00:14,3.284s,PASSED
"navigateToUrl(""https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&emr=1&followup=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&ifkv=AVQVeywlj-QeinCv6drOjCNfoQ8bXTmpp7Hl7eVjr0AUWTEmWXqv0AIumDuU5lI3vpnkTyFo2aOM&osid=1&passive=1209600&service=mail&flowName=GlifWebSignIn&flowEntry=ServiceLogin&dsh=S-1458760932%3A1698778577004689&theme=glif#inbox"")",Chrome 118.0.0.0,,,2023-11-01 15:00:14,2023-11-01 15:00:15,1.149s,PASSED
maximizeWindow(),Chrome 118.0.0.0,,,2023-11-01 15:00:15,2023-11-01 15:00:15,0.149s,PASSED
"setText(findTestObject(""Object Repository/Gmail/Page_Gmail/input_identifier""), ""abcxyz"")",Chrome 118.0.0.0,,,2023-11-01 15:00:15,2023-11-01 15:00:16,0.794s,PASSED
"click(findTestObject(""Object Repository/Gmail/Page_Gmail/span_Next""))",Chrome 118.0.0.0,,,2023-11-01 15:00:16,2023-11-01 15:00:18,1.480s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Gmail/Page_Gmail/span_Couldnt sign you in""), 0)",Chrome 118.0.0.0,,,2023-11-01 15:00:18,2023-11-01 15:00:18,0.424s,PASSED
closeBrowser(),Chrome 118.0.0.0,,,2023-11-01 15:00:18,2023-11-01 15:00:19,0.457s,PASSED
Start listener action : sampleAfterTestCase,Chrome 118.0.0.0,,,2023-11-01 15:00:19,2023-11-01 15:00:19,0.001s,PASSED
,,,,,,,
Test Cases/Gmail - Forgot email verification,Chrome 118.0.0.0,,,2023-11-01 15:00:19,2023-11-01 15:00:57,38.103s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 118.0.0.0,,,2023-11-01 15:00:19,2023-11-01 15:00:19,0.001s,PASSED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-11-01 15:00:19,2023-11-01 15:00:21,2.792s,PASSED
"navigateToUrl(""https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&emr=1&followup=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&ifkv=AVQVeyz2KxDaCIoSux7c4LnD_19qaKALraXqCL6tDXgQtR0fl_r0sRWKJdWPPWF9Ald7Va9H4pwIZA&osid=1&passive=1209600&service=mail&flowName=GlifWebSignIn&flowEntry=ServiceLogin&dsh=S285881911%3A1698779896826121&theme=glif#inbox"")",Chrome 118.0.0.0,,,2023-11-01 15:00:21,2023-11-01 15:00:23,1.337s,PASSED
maximizeWindow(),Chrome 118.0.0.0,,,2023-11-01 15:00:23,2023-11-01 15:00:23,0.135s,PASSED
"click(findTestObject(""Object Repository/Gmail/Page_Gmail/button_Forgot email""))",Chrome 118.0.0.0,,,2023-11-01 15:00:23,2023-11-01 15:00:24,1.624s,PASSED
"click(findTestObject(""Object Repository/Gmail/Page_Gmail/span_Next""))",Chrome 118.0.0.0,,,2023-11-01 15:00:24,2023-11-01 15:00:56,31.435s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Gmail/Page_Gmail/div_Enter a valid email or phone number""), 0)",Chrome 118.0.0.0,,,2023-11-01 15:00:56,2023-11-01 15:00:56,0.418s,PASSED
closeBrowser(),Chrome 118.0.0.0,,,2023-11-01 15:00:56,2023-11-01 15:00:57,0.284s,PASSED
Start listener action : sampleAfterTestCase,Chrome 118.0.0.0,,,2023-11-01 15:00:57,2023-11-01 15:00:57,0.001s,PASSED
,,,,,,,
Test Cases/Download Deloitte Survey findins - Switch Window,Chrome 118.0.0.0,,,2023-11-01 15:00:57,2023-11-01 15:01:13,15.928s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 118.0.0.0,,,2023-11-01 15:00:57,2023-11-01 15:00:57,0.001s,PASSED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-11-01 15:00:57,2023-11-01 15:01:00,2.842s,PASSED
"navigateToUrl(""https://www2.deloitte.com/us/en.html"")",Chrome 118.0.0.0,,,2023-11-01 15:01:00,2023-11-01 15:01:02,2.481s,PASSED
maximizeWindow(),Chrome 118.0.0.0,,,2023-11-01 15:01:02,2023-11-01 15:01:02,0.427s,PASSED
"click(findTestObject(""Object Repository/Deloitte/Page_Deloitte US  Audit, Consulting, Adviso_ec7ae4/button_Accept and close""))",Chrome 118.0.0.0,,,2023-11-01 15:01:02,2023-11-01 15:01:07,4.918s,PASSED
"click(findTestObject(""Object Repository/Deloitte/Page_Deloitte US  Audit, Consulting, Adviso_ec7ae4/div_Read the survey findings""))",Chrome 118.0.0.0,,,2023-11-01 15:01:07,2023-11-01 15:01:11,3.957s,PASSED
"click(findTestObject(""Object Repository/Deloitte/Page_2023 Deloitte holiday retail survey  D_2a1ba5/img""))",Chrome 118.0.0.0,,,2023-11-01 15:01:11,2023-11-01 15:01:12,0.877s,PASSED
closeBrowser(),Chrome 118.0.0.0,,,2023-11-01 15:01:12,2023-11-01 15:01:13,0.340s,PASSED
Start listener action : sampleAfterTestCase,Chrome 118.0.0.0,,,2023-11-01 15:01:13,2023-11-01 15:01:13,0.001s,PASSED
